,avg_tripduration,total_trips,unique_start_stations,unique_end_stations,usertype_Customer,usertype_Subscriber
2017-03-12,812.8549323017409,13442,590,587,400,12957
2017-03-13,777.384651858336,27417,603,600,497,26806
2017-03-14,,0,0,0,0,0
2017-03-15,,0,0,0,0,0
2017-03-16,,0,0,0,0,0
2017-03-17,1366.1786418709496,7098,239,522,221,6808
2017-03-18,1257.2515830491964,4106,283,505,139,3934
2017-03-19,1087.821895734597,10550,410,554,677,9720
2017-03-20,901.7774125210022,27378,558,596,818,26451
2017-03-21,800.0452693895286,36824,580,598,1155,35456
2017-03-22,677.9003602332232,26927,599,602,410,26396
2017-03-23,735.096034800067,29885,602,603,796,28920
2017-03-24,725.8448174495855,34018,599,601,1152,32672
2017-03-25,994.2619914996964,29646,596,600,3874,25074
2017-03-26,810.0933996883326,19893,593,597,1496,18107
2017-03-27,751.5168244553439,26301,599,601,791,25375
2017-03-28,660.7056371300199,21589,596,596,256,21237
2017-03-29,837.879024275277,42430,598,598,2180,39977
2017-03-30,795.9201932269914,39746,595,596,1924,37451
2017-03-31,654.9915059026778,6946,573,572,78,6854
2017-04-01,1116.2296951654157,23849,593,596,1950,21899
2017-04-02,1410.8278029160383,39780,595,597,9084,30696
2017-04-03,1087.1670461078534,43485,598,600,2885,40600
2017-04-04,1012.7885699043046,29991,595,599,621,29370
2017-04-05,1177.9136577378454,47636,597,600,3218,44418
2017-04-06,964.2223085460599,18020,593,589,196,17824
2017-04-07,735.0864473573885,35779,595,595,1184,34595
2017-04-08,1155.8936999109528,35936,592,592,6580,29356
2017-04-09,1397.9847138691453,43896,593,597,11231,32665
2017-04-10,1261.0986038394415,50424,596,601,6069,44355
2017-04-11,1404.573477578084,57310,596,600,7814,49496
2017-04-12,875.6017425959209,51188,593,595,4126,47062
2017-04-13,930.9846924312577,52915,596,596,6698,46217
2017-04-14,1150.5274927247665,52232,595,595,9768,42464
2017-04-15,1168.1029837060028,42531,591,594,12020,30511
2017-04-16,1850.0864561695057,48140,593,598,17127,31013
2017-04-17,918.7931714462786,53247,594,597,6822,46425
2017-04-18,881.8571242728912,53809,594,598,5427,48382
2017-04-19,759.5705768012755,45787,595,599,2411,43376
2017-04-20,1182.668873124887,44264,597,600,3034,41230
2017-04-21,665.1638623369599,39868,597,605,2790,37078
2017-04-22,780.0235386884174,34596,589,607,9316,25280
2017-04-23,1049.5901951594324,49107,595,628,12320,36787
2017-04-24,794.7782497435426,48692,1156,1135,3907,44785
2017-04-25,695.6055479047807,20332,593,593,796,19536
2017-04-26,762.6635300978079,37727,597,596,1911,35816
2017-04-27,899.3978091669069,52035,598,599,4485,47550
2017-04-28,1004.5686104278204,62199,600,602,8592,53607
2017-04-29,1345.3082962167034,57701,593,598,16444,41257
2017-04-30,1076.083465337309,42928,595,593,10034,32894
2017-05-01,941.6192144864634,56218,600,603,6775,49443
2017-05-02,1078.7284787687684,61207,604,607,6457,54750
2017-05-03,1054.4647944373185,59252,604,607,5584,53668
2017-05-04,1010.1218548120288,57429,601,604,5460,51969
2017-05-05,775.7148152776042,24009,596,595,972,23037
2017-05-06,1070.5154875799049,46618,594,599,9087,37531
2017-05-07,922.4086256670457,34293,595,596,6176,28117
2017-05-08,843.4657536903769,51553,600,602,4263,47290
2017-05-09,835.3623917394308,56461,601,603,3896,52565
2017-05-10,929.4589762890478,58454,598,600,4420,54034
2017-05-11,833.1236715144735,57208,600,600,4428,52780
2017-05-12,897.9562240846934,56675,602,604,5482,51193
2017-05-13,1168.1383239831698,5704,572,572,347,5357
2017-05-14,1054.031862428671,38729,597,597,7312,31417
2017-05-15,853.2017728228091,54715,603,604,4164,50551
2017-05-16,926.3994015874985,64504,603,603,5924,58580
2017-05-17,1028.3283886068639,65794,602,603,5767,60027
2017-05-18,915.2373535363042,63753,604,605,6180,57573
2017-05-19,949.6213893761163,62143,603,605,6987,55156
2017-05-20,1093.612663521177,47859,1193,1198,10784,37075
2017-05-21,1274.7596858257098,54874,599,602,14766,40108
2017-05-22,745.4093474641653,24627,603,599,869,23758
2017-05-23,954.373967217484,60032,604,607,4684,55348
2017-05-24,998.651116756293,60622,607,608,5026,55596
2017-05-25,697.8344098313804,17495,596,600,547,16948
2017-05-26,1058.022392501116,53768,609,609,6759,47009
2017-05-27,1205.0772553401814,46534,605,605,15691,30843
2017-05-28,1496.8614719541165,46727,605,607,17787,28940
2017-05-29,913.8351189119368,26322,605,604,4455,21867
2017-05-30,875.8531298561581,50194,609,611,3508,46686
2017-05-31,913.3271871585847,59495,610,611,5203,54292
2017-06-01,947.3964066881296,67403,610,611,6475,60928
2017-06-02,976.3251827163077,66907,609,612,7680,59227
2017-06-03,1164.1978529788141,56264,603,603,13805,42459
2017-06-04,1062.4060242164533,40138,602,603,7998,32140
2017-06-05,938.3861997387398,55883,610,611,4851,51032
2017-06-06,742.7543132693612,41268,607,612,1895,39373
2017-06-07,953.0109071726685,64453,609,613,5159,59294
2017-06-08,935.4243372224794,62653,609,615,5776,56877
2017-06-09,1169.2183863110095,66506,611,613,7923,58583
2017-06-10,1284.4674619440502,57087,607,609,14217,42870
2017-06-11,1224.4104069846578,51427,604,610,12211,39216
2017-06-12,941.6590001900779,57871,612,614,5554,52317
2017-06-13,912.8342279345381,60921,613,615,4650,56271
2017-06-14,1045.4099780212516,60513,611,614,5044,55469
2017-06-15,1104.848370211386,64763,613,617,5977,58786
2017-06-16,995.6834210946226,56403,612,613,4808,51595
2017-06-17,1108.6381661891116,34900,610,611,6512,28388
2017-06-18,1410.453711016814,49472,1208,1219,11269,38203
2017-06-19,967.8992952231794,38310,610,613,3369,34941
2017-06-20,1043.6947876238926,64673,612,614,5244,59429
2017-06-21,1046.922565384272,67218,613,613,5396,61822
2017-06-22,1050.8054231766905,66308,615,617,6030,60278
2017-06-23,984.0731160638433,55323,614,614,5508,49815
2017-06-24,1242.3482254136866,52153,612,614,12628,39525
2017-06-25,1392.222120574513,54655,600,603,13932,40723
2017-06-26,1207.8602020137548,62669,614,614,7124,55545
2017-06-27,988.3123658653327,64767,615,616,5799,58968
2017-06-28,1182.7369819341127,67752,612,613,6098,61654
2017-06-29,1044.875280059746,64272,614,618,5471,58801
2017-06-30,1176.739081517848,58662,613,615,6239,52423
2017-07-01,1385.0346789340447,36737,610,612,9344,27393
2017-07-02,1614.0617622455618,43036,610,610,14786,28250
2017-07-03,1284.855352437076,48193,609,611,11551,36642
2017-07-04,1521.6358464866598,49924,607,610,15987,33937
2017-07-05,1080.3762537093219,60321,612,614,7054,53267
2017-07-06,1061.6286385505334,62147,613,615,6118,56029
2017-07-07,948.1910456567124,44068,613,616,3983,40085
2017-07-08,1216.6830682541124,55015,610,613,13155,41860
2017-07-09,1223.8522882453867,57118,609,612,14246,42872
2017-07-10,993.9967655606088,60907,613,615,5588,55319
2017-07-11,951.1588104619675,61671,612,613,4654,57017
2017-07-12,929.3002621953193,61786,614,615,4469,57317
2017-07-13,1039.9435325365205,56475,611,615,4458,52017
2017-07-14,991.0845185394493,31851,612,613,2004,29847
2017-07-15,1139.7302784120072,56499,610,613,14008,42491
2017-07-16,1289.3715095103198,56833,608,611,14475,42358
2017-07-17,998.2142914235473,62555,612,613,5945,56610
2017-07-18,999.3681643868708,66234,613,617,5826,60408
2017-07-19,969.1702117298337,63915,1220,1226,5618,58297
2017-07-20,911.2062082027387,59663,614,617,5103,54560
2017-07-21,945.8045844986017,60072,612,614,6410,53662
2017-07-22,1138.160629855658,48011,608,612,11515,36496
2017-07-23,1048.8173277661795,46942,607,609,10813,36129
2017-07-24,901.3304713189624,43792,611,611,3138,40654
2017-07-25,892.9675370393045,65336,609,611,5312,60024
2017-07-26,964.5143978499211,70323,611,612,6724,63599
2017-07-27,878.4452857729325,65769,611,612,5655,60114
2017-07-28,915.9988732218031,63899,610,612,7191,56708
2017-07-29,1041.8244093149754,52947,608,609,12635,40312
2017-07-30,1141.7818408547066,59342,611,611,16886,42456
2017-07-31,881.9869351272229,64218,611,611,7061,57157
2017-08-01,1059.9808629662402,66677,611,613,5918,60759
2017-08-02,1201.576569841948,56184,613,616,6479,49705
2017-08-03,1149.4729323194606,66149,612,614,6211,59938
2017-08-04,1112.187324892719,56394,614,616,6763,49631
2017-08-05,1465.1946041274525,58971,614,615,16395,42576
2017-08-06,1352.795399815851,56476,612,616,15994,40482
2017-08-07,737.2236802735628,23395,612,613,993,22402
2017-08-08,1087.3802983152698,65233,614,616,5803,59430
2017-08-09,1309.9430499086677,67884,614,616,6588,61296
2017-08-10,981.7987743211219,66249,616,617,6516,59733
2017-08-11,1168.7401488755147,63140,616,617,8235,54905
2017-08-12,1387.956871489924,60540,614,617,18300,42240
2017-08-13,1305.149483639904,57518,613,614,16251,41267
2017-08-14,1398.1203929605413,61482,614,617,7162,54320
2017-08-15,933.7963820743029,52461,614,614,3617,48844
2017-08-16,1074.969387456894,68436,612,615,6600,61836
2017-08-17,1036.131998603003,66656,1215,1219,7003,59653
2017-08-18,1027.1970234844348,36620,614,617,3042,33578
2017-08-19,1452.0474360206272,62442,609,611,18552,43890
2017-08-20,1218.6779697702102,55442,610,610,14030,41412
2017-08-21,1104.6954912461717,61059,610,613,6946,54113
2017-08-22,1181.3873903635554,60541,611,612,5721,54820
2017-08-23,1215.4688489319194,65070,613,613,5904,59166
2017-08-24,1199.8969339587072,66307,613,613,6788,59519
2017-08-25,1019.2136194465639,64217,610,614,8337,55880
2017-08-26,1148.2014009459378,50109,608,609,10305,39804
2017-08-27,1356.2002454302356,54598,608,608,13699,40899
2017-08-28,1009.4330223696745,60886,614,615,6085,54801
2017-08-29,892.7841090122895,35152,608,610,1771,33381
2017-08-30,980.6018460408088,65329,609,610,5789,59540
2017-08-31,928.3662089055348,64881,608,610,6262,58619
2017-09-01,1013.7292323390609,54881,608,609,5312,49569
2017-09-02,1284.2087961493705,37812,605,605,11241,26571
2017-09-03,1206.0174769827167,30955,603,605,8264,22691
2017-09-04,1364.500823008049,55285,600,604,16995,38290
2017-09-05,1040.676537550615,65445,606,607,6122,59323
2017-09-06,832.9664972218939,42295,604,605,1809,40486
2017-09-07,1011.939886937384,69519,604,607,5258,64261
2017-09-08,953.6069508724523,69574,604,606,6686,62888
2017-09-09,1138.0623555814147,60155,600,601,12632,47523
2017-09-10,1127.5980135395562,60711,599,600,13198,47513
2017-09-11,980.7343604432888,71917,604,607,7505,64412
2017-09-12,500.8291073894796,74580,610,611,6202,68378
2017-09-13,963.3790213610097,69566,615,621,5440,64126
2017-09-14,876.9034424387063,72071,622,625,5496,66575
2017-09-15,1034.82122356391,72297,623,626,7272,65025
2017-09-16,1101.281276623632,61036,619,622,13293,47743
2017-09-17,1120.2800237304778,59967,1230,1233,13048,46919
2017-09-18,879.4962887883986,64130,624,627,5488,58642
2017-09-19,838.2018994992229,57910,625,626,3250,54660
2017-09-20,919.5265495432186,71150,629,632,4727,66423
2017-09-21,905.6914469605267,67742,635,638,5844,61898
2017-09-22,1034.4273247108817,70127,638,647,7483,62644
2017-09-23,1312.7366599135387,62687,634,642,14239,48448
2017-09-24,1112.2098228271086,57458,639,641,12401,45057
2017-09-25,881.5451589595376,69200,644,647,5806,63394
2017-09-26,846.9782432394642,71518,649,653,5193,66325
2017-09-27,861.2781521381461,69897,655,661,4788,65109
2017-09-28,858.392731684607,70883,663,664,5354,65529
2017-09-29,889.9361686291439,67177,667,670,6111,61066
2017-09-30,930.6287161286464,50153,666,665,8532,41621
2017-10-01,1258.5422754706783,55505,671,689,10477,45028
2017-10-02,963.3394849719895,65511,674,688,5285,60226
2017-10-03,926.6841762535272,69105,678,681,4610,64495
2017-10-04,1048.796694376802,71454,682,685,5004,66450
2017-10-05,919.9345484082423,70174,687,693,5119,65055
2017-10-06,1617.2504092118934,70257,687,690,6884,63373
2017-10-07,1614.7461145595978,63635,688,693,15342,48293
2017-10-08,1633.7432024169184,41044,682,685,7592,33452
2017-10-09,901.5589330832747,38391,685,691,2520,35871
2017-10-10,953.525769718557,74118,698,699,6508,67610
2017-10-11,921.1655946783249,63589,699,704,4183,59406
2017-10-12,1269.4131400208987,61248,708,711,3964,57284
2017-10-13,1054.1147567890182,67020,710,715,5611,61409
2017-10-14,1344.1208295761949,58777,711,713,11289,47488
2017-10-15,996.4218719595252,56529,711,713,11516,45013
2017-10-16,805.7554511582699,61730,719,723,4245,57485
2017-10-17,837.0988318879386,64480,1402,1384,3998,60482
2017-10-18,989.0327049577128,70234,721,723,4719,65515
2017-10-19,957.3244734549377,72311,723,725,5534,66777
2017-10-20,1058.330511410084,72173,726,728,7321,64852
2017-10-21,1087.8165588851443,65874,725,725,15057,50817
2017-10-22,1241.5121802091714,62150,723,724,15034,47116
2017-10-23,973.2875826428386,69274,727,730,6774,62500
2017-10-24,794.9320673086924,48077,729,732,2029,46048
2017-10-25,979.1667064121089,71287,734,736,4438,66849
2017-10-26,898.4632439104417,64003,734,736,3644,60359
2017-10-27,1123.1174279609631,69268,734,735,6503,62765
2017-10-28,1270.9454097933103,61348,730,734,12711,48637
2017-10-29,871.7031561287616,9537,697,705,782,8755
2017-10-30,838.8225272605438,49247,730,733,2670,46577
2017-10-31,836.2132233325586,60242,729,730,3637,56605
2017-11-01,869.2497161568459,60773,732,734,2949,57824
2017-11-02,955.5821352916255,70810,728,735,5335,65475
2017-11-03,1052.6209167618147,71818,731,733,7692,64126
2017-11-04,1284.9206512585383,53435,714,719,9821,43614
2017-11-05,864.9557851357926,34943,698,707,3932,31011
2017-11-06,858.224993924244,57606,732,733,3516,54090
2017-11-07,862.5445795060778,36362,733,734,2220,34142
2017-11-08,882.3512755713786,54211,731,733,2117,52094
2017-11-09,900.7088861119195,58417,731,735,2799,55618
2017-11-10,822.8951915070775,38432,722,727,1495,36937
2017-11-11,824.2150167010162,28142,714,717,2315,25827
2017-11-12,891.9387453419974,32471,717,717,3477,28994
2017-11-13,749.2844941036823,38753,722,724,1029,37724
2017-11-14,818.4147937030165,52279,724,728,1690,50589
2017-11-15,762.892365849161,54230,723,726,1784,52446
2017-11-16,787.2870096708688,49737,721,725,1695,48042
2017-11-17,880.3869894470413,48991,720,723,2469,46522
2017-11-18,876.5672012975311,27745,717,720,2385,25360
2017-11-19,930.2164693967973,31598,714,718,2860,28738
2017-11-20,748.7959929966091,45121,721,718,1571,43550
2017-11-21,900.1095498655889,52451,722,723,2551,49900
2017-11-22,815.4001096044774,32298,1198,1181,1356,30942
2017-11-23,1053.0690259029552,13705,692,702,2426,11279
2017-11-24,1134.5020232675772,23724,718,720,3452,20272
2017-11-25,1523.9301723572974,30518,719,722,6227,24291
2017-11-26,821.7134395349693,27181,713,720,3283,23898
2017-11-27,784.757922667066,46733,722,727,1821,44912
2017-11-28,783.4081493062341,51170,726,728,1447,49723
2017-11-29,801.4733339361605,55295,727,729,1888,53407
2017-11-30,717.1382011605416,51700,727,727,1694,50006
2017-12-01,778.5461071231364,50708,729,728,2181,48527
2017-12-02,869.5062559412173,38923,723,724,4171,34752
2017-12-03,789.0925343927894,33728,721,724,3185,30543
2017-12-04,771.6395526899053,49630,730,726,2076,47554
2017-12-05,746.0178024502297,41792,725,727,1237,40555
2017-12-06,731.834056328909,46335,724,727,1168,45167
2017-12-07,732.4134282628343,45367,723,723,1346,44021
2017-12-08,699.7611420275829,41330,723,724,1244,40086
2017-12-09,827.149574231766,10804,699,707,378,10426
2017-12-10,831.2453192026243,19815,717,718,850,18965
2017-12-11,779.3447822553659,41838,721,725,1105,40733
2017-12-12,733.5007977475364,42620,724,729,829,41791
2017-12-13,708.2019740673758,32623,722,728,488,32135
2017-12-14,798.1805419167122,27495,720,728,380,27115
2017-12-15,704.4249912831241,22944,726,726,253,22691
2017-12-16,735.4055089192025,19060,715,721,624,18436
2017-12-17,698.1040932018034,22403,723,727,912,21491
2017-12-18,765.675587532364,40168,731,734,1093,39075
2017-12-19,709.5907924772237,49503,736,740,1537,47966
2017-12-20,851.1738658563056,41463,737,739,1175,40288
2017-12-21,699.4359172164291,37592,740,741,1240,36352
2017-12-22,870.6815468390554,34341,737,740,1531,32810
2017-12-23,1038.2985012489592,9608,712,703,289,9319
2017-12-24,789.0363196125908,13216,715,720,1375,11841
2017-12-25,1004.9092452538972,6479,681,680,1141,5338
2017-12-26,705.1518458159144,14113,715,717,748,13365
2017-12-27,823.4153987167736,16365,727,725,669,15696
2017-12-28,660.8954545454545,13420,716,717,372,13048
2017-12-29,654.9007195290355,13759,720,721,408,13351
2017-12-30,743.4026192075219,5956,676,664,171,5785
2017-12-31,790.3461714111737,6569,680,672,218,6351
2018-01-01,1246.308,5500,660,663,259,5241
2018-01-02,680.6355085556382,18818,724,730,318,18500
2018-01-03,672.6538540680687,24299,730,741,391,23908
2018-01-04,1039.7044745057233,1922,518,518,17,1905
2018-01-05,969.6514481094127,4972,652,654,48,4924
2018-01-06,1788.3434225844005,4295,651,659,24,4271
2018-01-07,765.7540780141844,5640,673,668,106,5534
2018-01-08,1045.0307186650655,15821,727,732,132,15689
2018-01-09,785.6982184847157,25091,737,740,241,24850
2018-01-10,712.1697932889707,28252,739,741,401,27851
2018-01-11,723.8108418480022,33961,744,743,745,33216
2018-01-12,801.6762379796891,22254,738,742,440,21814
2018-01-13,696.5260135135135,17760,728,733,875,16885
2018-01-14,1413.4732639729011,12399,719,721,575,11824
2018-01-15,662.3129783976867,17637,732,734,452,17185
2018-01-16,683.3278948411388,30278,743,741,526,29752
2018-01-17,623.541820094687,19010,731,740,165,18845
2018-01-18,660.9594750921842,27662,742,744,327,27335
2018-01-19,712.4152006552007,30525,744,747,572,29953
2018-01-20,876.5102957168415,28507,742,740,2504,26003
2018-01-21,849.6738927905977,27908,742,741,2654,25254
2018-01-22,1246.4188254441883,36865,748,747,1040,35825
2018-01-23,803.8506788901622,28797,747,749,455,28342
2018-01-24,690.8993846665558,36078,745,751,782,35296
2018-01-25,683.4817157350627,31147,743,746,634,30513
2018-01-26,718.7204668460678,33073,752,752,876,32197
2018-01-27,1372.7015225175396,34351,747,749,3622,30729
2018-01-28,1307.0511914830108,20101,737,737,1105,18996
2018-01-29,718.8689366558874,36799,750,751,947,35852
2018-01-30,655.0979068438348,27996,748,752,438,27558
2018-01-31,661.9325041565418,31276,751,749,437,30839
2018-02-01,678.9992126205675,71122,1494,1496,1270,69852
2018-02-02,654.315509444001,52626,1492,1498,858,51768
2018-02-03,742.198966548817,36770,1482,1482,1544,35226
2018-02-04,670.2912816104306,27918,1466,1454,1036,26882
2018-02-05,722.2323861290766,58136,1498,1510,1016,57120
2018-02-06,687.3100697906281,68204,1494,1508,932,67272
2018-02-07,635.2981228334096,30578,1472,1484,196,30382
2018-02-08,1043.297300722342,63128,1500,1512,990,62138
2018-02-09,696.6390217632338,63134,1500,1506,1356,61778
2018-02-10,900.4060279343298,32648,1476,1486,1710,30938
2018-02-11,684.1867408332388,17618,1406,1422,566,17052
